Key,Serial,Date_Time,Temperature_C,Light_Lux,Date,Year,Month,Day,Hour,Minute,AMPM,Time.Decimal
5627,20685446,11/27/22 11:00,15.855,0,11/27/22,2022,11,27,11,0,AM,11
5628,20685446,11/27/22 11:10,15.855,0,11/27/22,2022,11,27,11,10,AM,11.16666667
5629,20685446,11/27/22 11:20,16.046,0,11/27/22,2022,11,27,11,20,AM,11.33333333
5630,20685446,11/27/22 11:30,16.046,0,11/27/22,2022,11,27,11,30,AM,11.5
5631,20685446,11/27/22 11:40,16.046,0,11/27/22,2022,11,27,11,40,AM,11.66666667
5632,20685446,11/27/22 11:50,16.046,0,11/27/22,2022,11,27,11,50,AM,11.83333333
5633,20685446,11/27/22 12:00,15.951,0,11/27/22,2022,11,27,12,0,PM,24
5634,20685446,11/27/22 12:10,15.951,0,11/27/22,2022,11,27,12,10,PM,24.16666667
5635,20685446,11/27/22 12:20,15.951,0,11/27/22,2022,11,27,12,20,PM,24.33333333
5636,20685446,11/27/22 12:30,15.951,0,11/27/22,2022,11,27,12,30,PM,24.5
5637,20685446,11/27/22 12:40,15.855,0,11/27/22,2022,11,27,12,40,PM,24.66666667
5638,20685446,11/27/22 12:50,15.951,0,11/27/22,2022,11,27,12,50,PM,24.83333333
5639,20685446,11/27/22 13:00,15.951,0,11/27/22,2022,11,27,1,0,PM,13
5640,20685446,11/27/22 13:10,15.951,0,11/27/22,2022,11,27,1,10,PM,13.16666667
5641,20685446,11/27/22 13:20,15.951,0,11/27/22,2022,11,27,1,20,PM,13.33333333
5642,20685446,11/27/22 13:30,15.951,0,11/27/22,2022,11,27,1,30,PM,13.5
5643,20685446,11/27/22 13:40,15.951,0,11/27/22,2022,11,27,1,40,PM,13.66666667
5644,20685446,11/27/22 13:50,15.951,0,11/27/22,2022,11,27,1,50,PM,13.83333333
5645,20685446,11/27/22 14:00,15.951,0,11/27/22,2022,11,27,2,0,PM,14
5646,20685446,11/27/22 14:10,15.951,0,11/27/22,2022,11,27,2,10,PM,14.16666667
5647,20685446,11/27/22 14:20,15.951,0,11/27/22,2022,11,27,2,20,PM,14.33333333
5648,20685446,11/27/22 14:30,16.046,0,11/27/22,2022,11,27,2,30,PM,14.5
5649,20685446,11/27/22 14:40,16.141,0,11/27/22,2022,11,27,2,40,PM,14.66666667
5650,20685446,11/27/22 14:50,16.141,0,11/27/22,2022,11,27,2,50,PM,14.83333333
5651,20685446,11/27/22 15:00,16.046,0,11/27/22,2022,11,27,3,0,PM,15
5652,20685446,11/27/22 15:10,16.141,0,11/27/22,2022,11,27,3,10,PM,15.16666667
5653,20685446,11/27/22 15:20,16.141,0,11/27/22,2022,11,27,3,20,PM,15.33333333
5654,20685446,11/27/22 15:30,16.141,0,11/27/22,2022,11,27,3,30,PM,15.5
5655,20685446,11/27/22 15:40,16.046,0,11/27/22,2022,11,27,3,40,PM,15.66666667
5656,20685446,11/27/22 15:50,16.046,0,11/27/22,2022,11,27,3,50,PM,15.83333333
5657,20685446,11/27/22 16:00,16.046,0,11/27/22,2022,11,27,4,0,PM,16
5658,20685446,11/27/22 16:10,16.046,0,11/27/22,2022,11,27,4,10,PM,16.16666667
5659,20685446,11/27/22 16:20,16.046,0,11/27/22,2022,11,27,4,20,PM,16.33333333
5660,20685446,11/27/22 16:30,16.046,0,11/27/22,2022,11,27,4,30,PM,16.5
5661,20685446,11/27/22 16:40,15.951,0,11/27/22,2022,11,27,4,40,PM,16.66666667
5662,20685446,11/27/22 16:50,15.951,0,11/27/22,2022,11,27,4,50,PM,16.83333333
5663,20685446,11/27/22 17:00,15.951,0,11/27/22,2022,11,27,5,0,PM,17
5664,20685446,11/27/22 17:10,15.951,0,11/27/22,2022,11,27,5,10,PM,17.16666667
5665,20685446,11/27/22 17:20,15.951,0,11/27/22,2022,11,27,5,20,PM,17.33333333
5666,20685446,11/27/22 17:30,15.951,0,11/27/22,2022,11,27,5,30,PM,17.5
5667,20685446,11/27/22 17:40,15.951,0,11/27/22,2022,11,27,5,40,PM,17.66666667
5668,20685446,11/27/22 17:50,15.855,0,11/27/22,2022,11,27,5,50,PM,17.83333333
5669,20685446,11/27/22 18:00,15.855,0,11/27/22,2022,11,27,6,0,PM,18
5670,20685446,11/27/22 18:10,15.855,0,11/27/22,2022,11,27,6,10,PM,18.16666667
5671,20685446,11/27/22 18:20,15.855,0,11/27/22,2022,11,27,6,20,PM,18.33333333
5672,20685446,11/27/22 18:30,15.855,0,11/27/22,2022,11,27,6,30,PM,18.5
5673,20685446,11/27/22 18:40,15.855,0,11/27/22,2022,11,27,6,40,PM,18.66666667
5674,20685446,11/27/22 18:50,15.855,0,11/27/22,2022,11,27,6,50,PM,18.83333333
5675,20685446,11/27/22 19:00,15.951,0,11/27/22,2022,11,27,7,0,PM,19
5676,20685446,11/27/22 19:10,16.141,0,11/27/22,2022,11,27,7,10,PM,19.16666667
5677,20685446,11/27/22 19:20,16.237,0,11/27/22,2022,11,27,7,20,PM,19.33333333
5678,20685446,11/27/22 19:30,16.427,0,11/27/22,2022,11,27,7,30,PM,19.5
5679,20685446,11/27/22 19:40,16.523,0,11/27/22,2022,11,27,7,40,PM,19.66666667
5680,20685446,11/27/22 19:50,16.999,0,11/27/22,2022,11,27,7,50,PM,19.83333333
5681,20685446,11/27/22 20:00,17.094,0,11/27/22,2022,11,27,8,0,PM,20
5682,20685446,11/27/22 20:10,17.094,0,11/27/22,2022,11,27,8,10,PM,20.16666667
5683,20685446,11/27/22 20:20,17.094,0,11/27/22,2022,11,27,8,20,PM,20.33333333
5684,20685446,11/27/22 20:30,17.094,0,11/27/22,2022,11,27,8,30,PM,20.5
5685,20685446,11/27/22 20:40,17.094,0,11/27/22,2022,11,27,8,40,PM,20.66666667
5686,20685446,11/27/22 20:50,17.189,0,11/27/22,2022,11,27,8,50,PM,20.83333333
5687,20685446,11/27/22 21:00,17.189,0,11/27/22,2022,11,27,9,0,PM,21
5688,20685446,11/27/22 21:10,17.284,0,11/27/22,2022,11,27,9,10,PM,21.16666667
5689,20685446,11/27/22 21:20,17.379,0,11/27/22,2022,11,27,9,20,PM,21.33333333
5690,20685446,11/27/22 21:30,17.379,0,11/27/22,2022,11,27,9,30,PM,21.5
5691,20685446,11/27/22 21:40,17.475,0,11/27/22,2022,11,27,9,40,PM,21.66666667
5692,20685446,11/27/22 21:50,17.475,0,11/27/22,2022,11,27,9,50,PM,21.83333333
5693,20685446,11/27/22 22:00,17.665,0,11/27/22,2022,11,27,10,0,PM,22
5694,20685446,11/27/22 22:10,17.76,0,11/27/22,2022,11,27,10,10,PM,22.16666667
5695,20685446,11/27/22 22:20,17.855,0,11/27/22,2022,11,27,10,20,PM,22.33333333
5696,20685446,11/27/22 22:30,17.855,0,11/27/22,2022,11,27,10,30,PM,22.5
5697,20685446,11/27/22 22:40,17.855,0,11/27/22,2022,11,27,10,40,PM,22.66666667
5698,20685446,11/27/22 22:50,17.855,0,11/27/22,2022,11,27,10,50,PM,22.83333333
5699,20685446,11/27/22 23:00,17.855,0,11/27/22,2022,11,27,11,0,PM,23
5700,20685446,11/27/22 23:10,17.855,0,11/27/22,2022,11,27,11,10,PM,23.16666667
5701,20685446,11/27/22 23:20,17.855,0,11/27/22,2022,11,27,11,20,PM,23.33333333
5702,20685446,11/27/22 23:30,17.95,0,11/27/22,2022,11,27,11,30,PM,23.5
5703,20685446,11/27/22 23:40,17.95,0,11/27/22,2022,11,27,11,40,PM,23.66666667
5704,20685446,11/27/22 23:50,17.95,0,11/27/22,2022,11,27,11,50,PM,23.83333333
5705,20685446,11/28/22 0:00,17.95,0,11/28/22,2022,11,28,12,0,AM,12
5706,20685446,11/28/22 0:10,17.95,0,11/28/22,2022,11,28,12,10,AM,12.16666667
5707,20685446,11/28/22 0:20,17.855,0,11/28/22,2022,11,28,12,20,AM,12.33333333
5708,20685446,11/28/22 0:30,17.76,0,11/28/22,2022,11,28,12,30,AM,12.5
5709,20685446,11/28/22 0:40,17.76,0,11/28/22,2022,11,28,12,40,AM,12.66666667
5710,20685446,11/28/22 0:50,17.665,0,11/28/22,2022,11,28,12,50,AM,12.83333333
5711,20685446,11/28/22 1:00,17.57,0,11/28/22,2022,11,28,1,0,AM,1
5712,20685446,11/28/22 1:10,17.475,0,11/28/22,2022,11,28,1,10,AM,1.166666667
5713,20685446,11/28/22 1:20,17.379,0,11/28/22,2022,11,28,1,20,AM,1.333333333
5714,20685446,11/28/22 1:30,17.379,0,11/28/22,2022,11,28,1,30,AM,1.5
5715,20685446,11/28/22 1:40,17.284,0,11/28/22,2022,11,28,1,40,AM,1.666666667
5716,20685446,11/28/22 1:50,17.189,0,11/28/22,2022,11,28,1,50,AM,1.833333333
5717,20685446,11/28/22 2:00,17.189,0,11/28/22,2022,11,28,2,0,AM,2
5718,20685446,11/28/22 2:10,17.094,0,11/28/22,2022,11,28,2,10,AM,2.166666667
5719,20685446,11/28/22 2:20,17.094,0,11/28/22,2022,11,28,2,20,AM,2.333333333
5720,20685446,11/28/22 2:30,17.094,0,11/28/22,2022,11,28,2,30,AM,2.5
5721,20685446,11/28/22 2:40,16.999,0,11/28/22,2022,11,28,2,40,AM,2.666666667
5722,20685446,11/28/22 2:50,16.999,0,11/28/22,2022,11,28,2,50,AM,2.833333333
5723,20685446,11/28/22 3:00,16.999,0,11/28/22,2022,11,28,3,0,AM,3
5724,20685446,11/28/22 3:10,16.999,0,11/28/22,2022,11,28,3,10,AM,3.166666667
5725,20685446,11/28/22 3:20,16.999,0,11/28/22,2022,11,28,3,20,AM,3.333333333
5726,20685446,11/28/22 3:30,16.903,0,11/28/22,2022,11,28,3,30,AM,3.5
5727,20685446,11/28/22 3:40,16.903,0,11/28/22,2022,11,28,3,40,AM,3.666666667
5728,20685446,11/28/22 3:50,16.903,0,11/28/22,2022,11,28,3,50,AM,3.833333333
5729,20685446,11/28/22 4:00,16.808,0,11/28/22,2022,11,28,4,0,AM,4
5730,20685446,11/28/22 4:10,16.808,0,11/28/22,2022,11,28,4,10,AM,4.166666667
5731,20685446,11/28/22 4:20,16.808,0,11/28/22,2022,11,28,4,20,AM,4.333333333
5732,20685446,11/28/22 4:30,16.808,0,11/28/22,2022,11,28,4,30,AM,4.5
5733,20685446,11/28/22 4:40,16.713,0,11/28/22,2022,11,28,4,40,AM,4.666666667
5734,20685446,11/28/22 4:50,16.713,0,11/28/22,2022,11,28,4,50,AM,4.833333333
5735,20685446,11/28/22 5:00,16.713,0,11/28/22,2022,11,28,5,0,AM,5
5736,20685446,11/28/22 5:10,16.618,0,11/28/22,2022,11,28,5,10,AM,5.166666667
5737,20685446,11/28/22 5:20,16.618,0,11/28/22,2022,11,28,5,20,AM,5.333333333
5738,20685446,11/28/22 5:30,16.618,0,11/28/22,2022,11,28,5,30,AM,5.5
5739,20685446,11/28/22 5:40,16.523,0,11/28/22,2022,11,28,5,40,AM,5.666666667
5740,20685446,11/28/22 5:50,16.523,0,11/28/22,2022,11,28,5,50,AM,5.833333333
5741,20685446,11/28/22 6:00,16.523,0,11/28/22,2022,11,28,6,0,AM,6
5742,20685446,11/28/22 6:10,16.427,0,11/28/22,2022,11,28,6,10,AM,6.166666667
5743,20685446,11/28/22 6:20,16.427,0,11/28/22,2022,11,28,6,20,AM,6.333333333
5744,20685446,11/28/22 6:30,16.427,0,11/28/22,2022,11,28,6,30,AM,6.5
5745,20685446,11/28/22 6:40,16.332,0,11/28/22,2022,11,28,6,40,AM,6.666666667
5746,20685446,11/28/22 6:50,16.332,0,11/28/22,2022,11,28,6,50,AM,6.833333333
5747,20685446,11/28/22 7:00,16.332,0,11/28/22,2022,11,28,7,0,AM,7
5748,20685446,11/28/22 7:10,16.332,0,11/28/22,2022,11,28,7,10,AM,7.166666667
5749,20685446,11/28/22 7:20,16.237,0,11/28/22,2022,11,28,7,20,AM,7.333333333
5750,20685446,11/28/22 7:30,16.237,0,11/28/22,2022,11,28,7,30,AM,7.5
5751,20685446,11/28/22 7:40,16.237,0,11/28/22,2022,11,28,7,40,AM,7.666666667
5752,20685446,11/28/22 7:50,16.237,0,11/28/22,2022,11,28,7,50,AM,7.833333333
5753,20685446,11/28/22 8:00,16.237,0,11/28/22,2022,11,28,8,0,AM,8
5754,20685446,11/28/22 8:10,16.237,0,11/28/22,2022,11,28,8,10,AM,8.166666667
5755,20685446,11/28/22 8:20,16.141,0,11/28/22,2022,11,28,8,20,AM,8.333333333
5756,20685446,11/28/22 8:30,16.141,0,11/28/22,2022,11,28,8,30,AM,8.5
5757,20685446,11/28/22 8:40,16.141,0,11/28/22,2022,11,28,8,40,AM,8.666666667
5758,20685446,11/28/22 8:50,16.237,0,11/28/22,2022,11,28,8,50,AM,8.833333333
5759,20685446,11/28/22 9:00,16.141,129.2,11/28/22,2022,11,28,9,0,AM,9
5760,20685446,11/28/22 9:10,15.378,0,11/28/22,2022,11,28,9,10,AM,9.166666667
5761,20685446,11/28/22 9:20,16.237,0,11/28/22,2022,11,28,9,20,AM,9.333333333
5762,20685446,11/28/22 9:30,17.189,0,11/28/22,2022,11,28,9,30,AM,9.5
5763,20685446,11/28/22 9:40,17.855,0,11/28/22,2022,11,28,9,40,AM,9.666666667
5764,20685446,11/28/22 9:50,18.521,0,11/28/22,2022,11,28,9,50,AM,9.833333333
5765,20685446,11/28/22 10:00,17.57,0,11/28/22,2022,11,28,10,0,AM,10
5766,20685446,11/28/22 10:10,18.14,0,11/28/22,2022,11,28,10,10,AM,10.16666667
5767,20685446,11/28/22 10:20,19.187,0,11/28/22,2022,11,28,10,20,AM,10.33333333
5768,20685446,11/28/22 10:30,20.138,0,11/28/22,2022,11,28,10,30,AM,10.5
5769,20685446,11/28/22 10:40,20.901,0,11/28/22,2022,11,28,10,40,AM,10.66666667
5770,20685446,11/28/22 10:50,21.664,0,11/28/22,2022,11,28,10,50,AM,10.83333333
5771,20685446,11/28/22 11:00,21.664,10.8,11/28/22,2022,11,28,11,0,AM,11
5772,20685446,11/28/22 11:10,20.234,0,11/28/22,2022,11,28,11,10,AM,11.16666667
5773,20685446,11/28/22 11:20,19.853,0,11/28/22,2022,11,28,11,20,AM,11.33333333
5774,20685446,11/28/22 11:30,20.043,0,11/28/22,2022,11,28,11,30,AM,11.5
5775,20685446,11/28/22 11:40,20.234,0,11/28/22,2022,11,28,11,40,AM,11.66666667
5776,20685446,11/28/22 11:50,20.424,0,11/28/22,2022,11,28,11,50,AM,11.83333333
5777,20685446,11/28/22 12:00,20.615,0,11/28/22,2022,11,28,12,0,PM,24
5778,20685446,11/28/22 12:10,20.519,10.8,11/28/22,2022,11,28,12,10,PM,24.16666667
5779,20685446,11/28/22 12:20,19.472,0,11/28/22,2022,11,28,12,20,PM,24.33333333
5780,20685446,11/28/22 12:30,19.758,0,11/28/22,2022,11,28,12,30,PM,24.5
5781,20685446,11/28/22 12:40,20.138,0,11/28/22,2022,11,28,12,40,PM,24.66666667
5782,20685446,11/28/22 12:50,20.519,0,11/28/22,2022,11,28,12,50,PM,24.83333333
5783,20685446,11/28/22 13:00,20.71,0,11/28/22,2022,11,28,1,0,PM,13
5784,20685446,11/28/22 13:10,20.805,0,11/28/22,2022,11,28,1,10,PM,13.16666667
5785,20685446,11/28/22 13:20,20.615,0,11/28/22,2022,11,28,1,20,PM,13.33333333
5786,20685446,11/28/22 13:30,20.901,0,11/28/22,2022,11,28,1,30,PM,13.5
5787,20685446,11/28/22 13:40,21.282,0,11/28/22,2022,11,28,1,40,PM,13.66666667
5788,20685446,11/28/22 13:50,21.569,0,11/28/22,2022,11,28,1,50,PM,13.83333333
5789,20685446,11/28/22 14:00,21.855,0,11/28/22,2022,11,28,2,0,PM,14
5790,20685446,11/28/22 14:10,22.046,0,11/28/22,2022,11,28,2,10,PM,14.16666667
5791,20685446,11/28/22 14:20,21.473,53.8,11/28/22,2022,11,28,2,20,PM,14.33333333
5792,20685446,11/28/22 14:30,19.853,0,11/28/22,2022,11,28,2,30,PM,14.5
5793,20685446,11/28/22 14:40,18.996,0,11/28/22,2022,11,28,2,40,PM,14.66666667
5794,20685446,11/28/22 14:50,18.331,0,11/28/22,2022,11,28,2,50,PM,14.83333333
5795,20685446,11/28/22 15:00,17.95,0,11/28/22,2022,11,28,3,0,PM,15
5796,20685446,11/28/22 15:10,17.57,0,11/28/22,2022,11,28,3,10,PM,15.16666667
5797,20685446,11/28/22 15:20,17.284,0,11/28/22,2022,11,28,3,20,PM,15.33333333
5798,20685446,11/28/22 15:30,17.094,0,11/28/22,2022,11,28,3,30,PM,15.5
5799,20685446,11/28/22 15:40,16.903,0,11/28/22,2022,11,28,3,40,PM,15.66666667
5800,20685446,11/28/22 15:50,16.713,0,11/28/22,2022,11,28,3,50,PM,15.83333333
5801,20685446,11/28/22 16:00,16.523,0,11/28/22,2022,11,28,4,0,PM,16
5802,20685446,11/28/22 16:10,16.427,0,11/28/22,2022,11,28,4,10,PM,16.16666667
5803,20685446,11/28/22 16:20,16.427,0,11/28/22,2022,11,28,4,20,PM,16.33333333
5804,20685446,11/28/22 16:30,16.427,0,11/28/22,2022,11,28,4,30,PM,16.5
5805,20685446,11/28/22 16:40,16.332,0,11/28/22,2022,11,28,4,40,PM,16.66666667
5806,20685446,11/28/22 16:50,16.237,0,11/28/22,2022,11,28,4,50,PM,16.83333333
5807,20685446,11/28/22 17:00,16.141,0,11/28/22,2022,11,28,5,0,PM,17
5808,20685446,11/28/22 17:10,16.046,0,11/28/22,2022,11,28,5,10,PM,17.16666667
5809,20685446,11/28/22 17:20,16.046,0,11/28/22,2022,11,28,5,20,PM,17.33333333
5810,20685446,11/28/22 17:30,15.951,0,11/28/22,2022,11,28,5,30,PM,17.5
5811,20685446,11/28/22 17:40,15.855,0,11/28/22,2022,11,28,5,40,PM,17.66666667
5812,20685446,11/28/22 17:50,15.76,0,11/28/22,2022,11,28,5,50,PM,17.83333333
5813,20685446,11/28/22 18:00,15.76,0,11/28/22,2022,11,28,6,0,PM,18
5814,20685446,11/28/22 18:10,15.664,0,11/28/22,2022,11,28,6,10,PM,18.16666667
5815,20685446,11/28/22 18:20,15.664,0,11/28/22,2022,11,28,6,20,PM,18.33333333
5816,20685446,11/28/22 18:30,15.569,0,11/28/22,2022,11,28,6,30,PM,18.5
5817,20685446,11/28/22 18:40,15.569,0,11/28/22,2022,11,28,6,40,PM,18.66666667
5818,20685446,11/28/22 18:50,15.76,0,11/28/22,2022,11,28,6,50,PM,18.83333333
5819,20685446,11/28/22 19:00,15.855,0,11/28/22,2022,11,28,7,0,PM,19
5820,20685446,11/28/22 19:10,15.951,0,11/28/22,2022,11,28,7,10,PM,19.16666667
5821,20685446,11/28/22 19:20,16.046,0,11/28/22,2022,11,28,7,20,PM,19.33333333
5822,20685446,11/28/22 19:30,16.141,0,11/28/22,2022,11,28,7,30,PM,19.5
5823,20685446,11/28/22 19:40,16.141,0,11/28/22,2022,11,28,7,40,PM,19.66666667
5824,20685446,11/28/22 19:50,16.237,0,11/28/22,2022,11,28,7,50,PM,19.83333333
5825,20685446,11/28/22 20:00,16.237,0,11/28/22,2022,11,28,8,0,PM,20
5826,20685446,11/28/22 20:10,16.332,0,11/28/22,2022,11,28,8,10,PM,20.16666667
5827,20685446,11/28/22 20:20,16.427,0,11/28/22,2022,11,28,8,20,PM,20.33333333
5828,20685446,11/28/22 20:30,16.427,0,11/28/22,2022,11,28,8,30,PM,20.5
5829,20685446,11/28/22 20:40,16.427,0,11/28/22,2022,11,28,8,40,PM,20.66666667
5830,20685446,11/28/22 20:50,16.427,0,11/28/22,2022,11,28,8,50,PM,20.83333333
5831,20685446,11/28/22 21:00,16.427,0,11/28/22,2022,11,28,9,0,PM,21
5832,20685446,11/28/22 21:10,16.332,0,11/28/22,2022,11,28,9,10,PM,21.16666667
5833,20685446,11/28/22 21:20,16.237,0,11/28/22,2022,11,28,9,20,PM,21.33333333
5834,20685446,11/28/22 21:30,16.237,0,11/28/22,2022,11,28,9,30,PM,21.5
5835,20685446,11/28/22 21:40,16.141,0,11/28/22,2022,11,28,9,40,PM,21.66666667
5836,20685446,11/28/22 21:50,16.141,0,11/28/22,2022,11,28,9,50,PM,21.83333333
5837,20685446,11/28/22 22:00,16.046,0,11/28/22,2022,11,28,10,0,PM,22
5838,20685446,11/28/22 22:10,16.046,0,11/28/22,2022,11,28,10,10,PM,22.16666667
5839,20685446,11/28/22 22:20,15.951,0,11/28/22,2022,11,28,10,20,PM,22.33333333
5840,20685446,11/28/22 22:30,15.951,0,11/28/22,2022,11,28,10,30,PM,22.5
5841,20685446,11/28/22 22:40,15.951,0,11/28/22,2022,11,28,10,40,PM,22.66666667
5842,20685446,11/28/22 22:50,16.046,0,11/28/22,2022,11,28,10,50,PM,22.83333333
5843,20685446,11/28/22 23:00,15.951,0,11/28/22,2022,11,28,11,0,PM,23
5844,20685446,11/28/22 23:10,15.951,0,11/28/22,2022,11,28,11,10,PM,23.16666667
5845,20685446,11/28/22 23:20,16.046,0,11/28/22,2022,11,28,11,20,PM,23.33333333
5846,20685446,11/28/22 23:30,16.046,0,11/28/22,2022,11,28,11,30,PM,23.5
5847,20685446,11/28/22 23:40,16.046,0,11/28/22,2022,11,28,11,40,PM,23.66666667
5848,20685446,11/28/22 23:50,16.141,0,11/28/22,2022,11,28,11,50,PM,23.83333333
5849,20685446,11/29/22 0:00,16.141,0,11/29/22,2022,11,29,12,0,AM,12
5850,20685446,11/29/22 0:10,16.237,0,11/29/22,2022,11,29,12,10,AM,12.16666667
5851,20685446,11/29/22 0:20,16.237,0,11/29/22,2022,11,29,12,20,AM,12.33333333
5852,20685446,11/29/22 0:30,16.332,0,11/29/22,2022,11,29,12,30,AM,12.5
5853,20685446,11/29/22 0:40,16.332,0,11/29/22,2022,11,29,12,40,AM,12.66666667
5854,20685446,11/29/22 0:50,16.332,0,11/29/22,2022,11,29,12,50,AM,12.83333333
5855,20685446,11/29/22 1:00,16.237,0,11/29/22,2022,11,29,1,0,AM,1
5856,20685446,11/29/22 1:10,16.332,0,11/29/22,2022,11,29,1,10,AM,1.166666667
5857,20685446,11/29/22 1:20,16.332,0,11/29/22,2022,11,29,1,20,AM,1.333333333
5858,20685446,11/29/22 1:30,16.332,0,11/29/22,2022,11,29,1,30,AM,1.5
5859,20685446,11/29/22 1:40,16.237,0,11/29/22,2022,11,29,1,40,AM,1.666666667
5860,20685446,11/29/22 1:50,16.237,0,11/29/22,2022,11,29,1,50,AM,1.833333333
5861,20685446,11/29/22 2:00,16.237,0,11/29/22,2022,11,29,2,0,AM,2
5862,20685446,11/29/22 2:10,16.237,0,11/29/22,2022,11,29,2,10,AM,2.166666667
5863,20685446,11/29/22 2:20,16.237,0,11/29/22,2022,11,29,2,20,AM,2.333333333
5864,20685446,11/29/22 2:30,16.237,0,11/29/22,2022,11,29,2,30,AM,2.5
5865,20685446,11/29/22 2:40,16.237,0,11/29/22,2022,11,29,2,40,AM,2.666666667
5866,20685446,11/29/22 2:50,16.237,0,11/29/22,2022,11,29,2,50,AM,2.833333333
5867,20685446,11/29/22 3:00,16.237,0,11/29/22,2022,11,29,3,0,AM,3
5868,20685446,11/29/22 3:10,16.237,0,11/29/22,2022,11,29,3,10,AM,3.166666667
5869,20685446,11/29/22 3:20,16.141,0,11/29/22,2022,11,29,3,20,AM,3.333333333
5870,20685446,11/29/22 3:30,16.141,0,11/29/22,2022,11,29,3,30,AM,3.5
5871,20685446,11/29/22 3:40,16.141,0,11/29/22,2022,11,29,3,40,AM,3.666666667
5872,20685446,11/29/22 3:50,16.141,0,11/29/22,2022,11,29,3,50,AM,3.833333333
5873,20685446,11/29/22 4:00,16.141,0,11/29/22,2022,11,29,4,0,AM,4
5874,20685446,11/29/22 4:10,16.141,0,11/29/22,2022,11,29,4,10,AM,4.166666667
5875,20685446,11/29/22 4:20,16.141,0,11/29/22,2022,11,29,4,20,AM,4.333333333
5876,20685446,11/29/22 4:30,16.046,0,11/29/22,2022,11,29,4,30,AM,4.5
5877,20685446,11/29/22 4:40,16.046,0,11/29/22,2022,11,29,4,40,AM,4.666666667
5878,20685446,11/29/22 4:50,16.046,0,11/29/22,2022,11,29,4,50,AM,4.833333333
5879,20685446,11/29/22 5:00,16.046,0,11/29/22,2022,11,29,5,0,AM,5
5880,20685446,11/29/22 5:10,16.046,0,11/29/22,2022,11,29,5,10,AM,5.166666667
5881,20685446,11/29/22 5:20,16.046,0,11/29/22,2022,11,29,5,20,AM,5.333333333
5882,20685446,11/29/22 5:30,16.046,0,11/29/22,2022,11,29,5,30,AM,5.5
5883,20685446,11/29/22 5:40,16.046,0,11/29/22,2022,11,29,5,40,AM,5.666666667
5884,20685446,11/29/22 5:50,15.951,0,11/29/22,2022,11,29,5,50,AM,5.833333333
5885,20685446,11/29/22 6:00,15.951,0,11/29/22,2022,11,29,6,0,AM,6
5886,20685446,11/29/22 6:10,15.951,0,11/29/22,2022,11,29,6,10,AM,6.166666667
5887,20685446,11/29/22 6:20,15.951,0,11/29/22,2022,11,29,6,20,AM,6.333333333
5888,20685446,11/29/22 6:30,15.951,0,11/29/22,2022,11,29,6,30,AM,6.5
5889,20685446,11/29/22 6:40,15.951,0,11/29/22,2022,11,29,6,40,AM,6.666666667
5890,20685446,11/29/22 6:50,15.951,0,11/29/22,2022,11,29,6,50,AM,6.833333333
5891,20685446,11/29/22 7:00,15.951,0,11/29/22,2022,11,29,7,0,AM,7
5892,20685446,11/29/22 7:10,15.855,0,11/29/22,2022,11,29,7,10,AM,7.166666667
5893,20685446,11/29/22 7:20,15.855,0,11/29/22,2022,11,29,7,20,AM,7.333333333
5894,20685446,11/29/22 7:30,15.855,0,11/29/22,2022,11,29,7,30,AM,7.5
5895,20685446,11/29/22 7:40,15.855,0,11/29/22,2022,11,29,7,40,AM,7.666666667
5896,20685446,11/29/22 7:50,15.855,0,11/29/22,2022,11,29,7,50,AM,7.833333333
5897,20685446,11/29/22 8:00,15.855,0,11/29/22,2022,11,29,8,0,AM,8
5898,20685446,11/29/22 8:10,15.855,0,11/29/22,2022,11,29,8,10,AM,8.166666667
5899,20685446,11/29/22 8:20,15.855,0,11/29/22,2022,11,29,8,20,AM,8.333333333
5900,20685446,11/29/22 8:30,15.855,0,11/29/22,2022,11,29,8,30,AM,8.5
5901,20685446,11/29/22 8:40,15.855,0,11/29/22,2022,11,29,8,40,AM,8.666666667
5902,20685446,11/29/22 8:50,15.855,0,11/29/22,2022,11,29,8,50,AM,8.833333333
5903,20685446,11/29/22 9:00,15.855,0,11/29/22,2022,11,29,9,0,AM,9
5904,20685446,11/29/22 9:10,15.855,0,11/29/22,2022,11,29,9,10,AM,9.166666667
5905,20685446,11/29/22 9:20,15.855,0,11/29/22,2022,11,29,9,20,AM,9.333333333
5906,20685446,11/29/22 9:30,15.855,0,11/29/22,2022,11,29,9,30,AM,9.5
5907,20685446,11/29/22 9:40,15.855,0,11/29/22,2022,11,29,9,40,AM,9.666666667
5908,20685446,11/29/22 9:50,15.855,0,11/29/22,2022,11,29,9,50,AM,9.833333333
5909,20685446,11/29/22 10:00,15.951,0,11/29/22,2022,11,29,10,0,AM,10
5910,20685446,11/29/22 10:10,16.046,0,11/29/22,2022,11,29,10,10,AM,10.16666667
5911,20685446,11/29/22 10:20,16.141,0,11/29/22,2022,11,29,10,20,AM,10.33333333
5912,20685446,11/29/22 10:30,16.141,0,11/29/22,2022,11,29,10,30,AM,10.5
5913,20685446,11/29/22 10:40,16.141,0,11/29/22,2022,11,29,10,40,AM,10.66666667
5914,20685446,11/29/22 10:50,16.332,0,11/29/22,2022,11,29,10,50,AM,10.83333333
5915,20685446,11/29/22 11:00,16.427,0,11/29/22,2022,11,29,11,0,AM,11
5916,20685446,11/29/22 11:10,16.713,0,11/29/22,2022,11,29,11,10,AM,11.16666667
